Index,Semester,Type,Course,Pre-Post,SI1,SI2,SI3,SI4,SI5,Science_ID_AVE,CM1,CM2,CM3,CM4,CM5,Career_Mot_AVE,IM1,IM2,IM3,IM4,IM5,Intrinsic_Mot_AVE,SD1,SD2,SD3,SD4,SD5,SelfDetermition_AVE,SE1,SE2,SE3,SE4,SE5,SelfEfficacy_AVE,GM1,GM2,GM3,GM4,GM5,Grade_Mot_AVE,Overall_SCI_MOT,Sci_Comp1,Sci_Comp2,Sci_Comp3,Sci_Comp4,Sci_Competancy_Ave,Per_Comm_Orient1,Per_Comm_Orient2,Per_Comm_Orient3,Per_Comm_Orient4,Persol_Comm_Orient_AVE,Sci_Comm_Orient1,Sci_Comm_Orient2,Sci_Comm_Orient3,Sci_Comm_Orient4,Sci_Comm_Orient_AVE,Resilience1,Resilience2,Resilience3,Resilience4,Resilience_AVE,Major,Career,Gender,Ethnicity,ParentsGradCollege,Dependents,Med-Condition,Med-Condition_Dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Fall 2021,Major,BIOL1610,Pre,4,4,2,3,3,3.2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,2.8,4,4,2,4,3,3.4,5,5,5,5,3,4.6,4.16,2,3,3,3,2.75,6,5,6,6,5.75,5,6,6,6,5.75,,,,,,10,1,6,8,No,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Fall 2021,Major,BIOL1610,Pre,3,3,3,3,2,2.8,5,5,5,3,5,4.6,5,5,5,5,5,5,5,4,5,5,5,4.8,3,5,5,5,5,4.6,5,5,5,5,5,5,4.8,3,2,2,5,3,6,6,6,6,6,6,6,6,6,6,,,,,,10,4,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Fall 2021,Major,BIOL1610,Pre,2,3,3,2,3,2.6,4,4,4,4,4,4,3,3,3,2,2,2.6,3,4,3,3,3,3.2,4,4,2,3,4,3.4,5,5,5,5,4,4.8,3.6,2,3,4,4,3.25,6,6,6,6,6,6,6,6,6,6,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Fall 2021,Major,BIOL1610,Pre,3,4,4,4,3,3.6,1,1,1,2,2,1.4,4,3,4,3,4,3.6,4,4,4,5,5,4.4,4,5,4,4,4,4.2,5,5,5,5,3,4.6,3.64,2,2,2,2,2,5,5,6,5,5.25,5,5,5,6,5.25,,,,,,10,5,6,6,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Fall 2021,Major,BIOL1610,Pre,5,5,4,5,3,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.8,4,5,4,5,5,4.6,5,4,5,5,4,4.6,4.8,4,5,4,5,4.5,5,5,5,5,5,5,6,6,6,5.75,,,,,,1,12,6,10,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Fall 2021,Major,BIOL1610,Pre,4,3,3,3,3,3.2,3,3,3,3,3,3,4,4,3,3,4,3.6,3,4,4,4,4,3.8,4,5,4,4,4,4.2,5,5,5,5,5,5,3.92,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,,,,,,11,12,6,11,No,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4.4,5,4,4,5,4,4.4,4.76,4,4,5,5,4.5,6,6,6,6,6,6,6,6,6,6,,,,,,1,11,6,10,No,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Fall 2021,Non-Major,BIOL1010,Pre,2,4,4,3,3,3.2,4,2,3,4,2,3,4,4,4,4,4,4,3,2,2,1,3,2.2,4,5,4,3,4,4,2,3,2,2,1,2,3.04,2,1,2,3,2,7,6,7,7,6.75,7,6,7,7,6.75,,,,,,10,5,6,4,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Fall 2021,Major,BIOL1610,Pre,3,3,2,3,2,2.6,4,4,4,4,4,4,4,4,3,3,3,3.4,3,5,4,4,3,3.8,4,5,4,4,4,4.2,5,5,5,5,5,5,4.08,3,2,1,3,2.25,5,5,6,5,5.25,4,5,5,4,4.5,,,,,,10,12,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Fall 2021,Major,BIOL1610,Pre,3,4,2,4,4,3.4,5,5,5,5,5,5,5,5,5,4,4,4.6,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.88,4,2,2,3,2.75,4,5,5,6,5,6,6,6,6,6,,,,,,11,6,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Fall 2021,Major,BIOL1610,Pre,3,4,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,4,6,6,6,6,6,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,1,1,2,2,3,2,3,2.4,1,2,1,1,1,1.2,3,4,4,2,4,3.4,2,3,2,3,3,2.6,5,5,5,5,3,4.6,2.84,1,1,1,1,1,5,5,6,6,5.5,4,5,5,4,4.5,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Fall 2021,Non-Major,BIOL1010,Pre,1,1,1,1,3,1.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,3,2.8,5,5,5,5,5,5,2.16,1,1,1,1,1,5,6,6,7,6,5,5,5,5,5,,,,,,6,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Fall 2021,Major,BIOL1610,Pre,4,2,4,4,3,3.4,4,5,5,5,5,4.8,5,5,4,3,4,4.2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.6,4,4,4,4,4,3,3,5,5,4,4,6,5,5,5,,,,,,5,11,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Fall 2021,Non-Major,BIOL1010,Pre,3,4,2,2,3,2.8,4,4,4,3,3,3.6,5,5,4,3,5,4.4,5,5,4,4,4,4.4,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.28,3,3,3,3,3,6,6,7,6,6.25,6,6,6,6,6,,,,,,11,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Fall 2021,Major,BIOL1610,Pre,5,5,5,4,4,4.6,4,4,4,5,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.84,4,5,4,5,4.5,5,5,5,4,4.75,5,5,5,5,5,,,,,,9,10,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Fall 2021,Major,BIOL1610,Pre,4,5,4,5,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4,5,5,5,5,4.8,5,5,5,5,5,5,4.92,4,4,5,5,4.5,6,5,6,5,5.5,6,6,6,5,5.75,,,,,,1,6,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Fall 2021,Major,BIOL1610,Pre,4,4,3,4,4,3.8,4,4,4,4,4,4,4,4,5,4,4,4.2,4,4,4,4,4,4,4,5,4,4,5,4.4,5,5,5,5,5,5,4.32,2,2,2,2,2,4,4,5,5,4.5,4,5,5,5,4.75,,,,,,11,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Fall 2021,Major,BIOL1610,Pre,2,2,1,1,1,1.4,4,4,3,5,4,4,5,4,5,3,4,4.2,5,4,4,4,4,4.2,5,5,5,4,5,4.8,5,5,5,5,4,4.8,4.4,4,4,4,2,3.5,6,6,6,6,6,4,4,4,4,4,,,,,,10,4,6,10,Yes,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Fall 2021,Major,BIOL1610,Pre,4,2,1,2,3,2.4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4.6,5,5,5,5,4,4.8,3.68,4,2,2,2,2.5,5,5,6,5,5.25,5,5,5,5,5,,,,,,11,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Fall 2021,Major,BIOL1610,Pre,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3.8,4,5,5,4,4,4.4,4,5,5,5,5,4.8,5,5,5,5,5,5,4.4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,,,,,,10,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Fall 2021,Major,BIOL1610,Pre,4,4,4,2,3,3.4,5,5,5,5,3,4.6,4,4,4,4,4,4,5,5,5,4,4,4.6,4,5,4,4,5,4.4,5,5,5,5,4,4.8,4.48,3,2,2,3,2.5,5,6,5,6,5.5,4,6,6,6,5.5,,,,,,11,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Summer 2021,Major,BIOL1610,Pre,2,3,3,3,3,2.8,5,5,5,5,5,5,3,3,3,3,3,3,2,2,3,2,3,2.4,4,5,4,3,3,3.8,5,5,4,4,3,4.2,3.68,3,2,2,2,2.25,5,5,5,5,5,5,4,3,3,3.75,4,4,4,3,3.75,10,10,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Fall 2021,Major,BIOL1610,Pre,4,4,4,4,3,3.8,4,5,5,5,4,4.6,5,5,4,5,5,4.8,3,4,4,4,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4.64,4,4,4,5,4.25,5,5,5,3,4.5,5,5,5,4,4.75,,,,,,1,4,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Fall 2021,Major,BIOL1610,Pre,5,5,4,4,3,4.2,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.96,4,4,3,5,4,5,5,5,4,4.75,5,5,5,4,4.75,,,,,,1,4,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Fall 2021,Major,BIOL1610,Pre,3,3,3,3,5,3.4,3,3,3,3,3,3,3,3,3,5,5,3.8,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4.8,3.92,1,1,1,1,1,5,6,6,6,5.75,6,6,6,6,6,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Fall 2021,Major,BIOL1610,Pre,3,4,2,3,3,3,5,5,5,5,5,5,4,3,3,3,4,3.4,4,4,4,4,4,4,3,4,4,4,4,3.8,5,5,5,5,5,5,4.24,4,2,3,4,3.25,6,5,6,5,5.5,5,5,5,5,5,,,,,,10,12,6,10,Unsure,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Summer 2021,Major,BIOL1610,Pre,3,4,2,3,3,3,4,5,5,5,5,4.8,4,4,5,5,4,4.4,5,5,5,5,5,5,4,5,4,4,5,4.4,5,5,5,5,3,4.6,4.64,3,4,3,4,3.5,5,6,6,6,5.75,6,6,6,6,6,4,5,5,3,4.25,10,5,6,10,Unsure,3,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Fall 2021,Major,BIOL1610,Pre,4,4,3,4,3,3.6,5,5,5,5,5,5,4,4,5,5,4,4.4,4,5,5,4,4,4.4,4,4,4,4,4,4,5,5,5,5,4,4.8,4.52,1,1,2,1,1.25,5,5,5,5,5,6,6,6,6,6,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Fall 2021,Non-Major,BIOL1010,Pre,3,2,2,1,3,2.2,3,3,3,4,2,3,4,4,5,5,5,4.6,4,4,4,4,4,4,3,4,4,3,3,3.4,5,5,5,4,3,4.4,3.88,4,4,3,4,3.75,7,7,7,7,7,6,6,6,6,6,,,,,,11,12,1,7,Yes,3,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Fall 2021,Non-Major,BIOL1010,Pre,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2.2,4,4,4,4,4,4,5,5,5,5,5,5,3.84,,,,,,5,5,6,4,5,4,4,4,4,4,,,,,,11,5,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Fall 2021,Major,BIOL1610,Pre,4,3,4,2,4,3.4,5,5,2,5,5,4.4,5,5,5,5,5,5,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,5,3,4.6,4.72,4,5,4,2,3.75,6,5,6,6,5.75,6,6,6,6,6,,,,,,11,12,6,10,Yes,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Fall 2021,Non-Major,BIOL1010,Pre,3,3,3,3,3,3,3,1,2,1,2,1.8,5,5,5,5,5,5,4,5,5,4,5,4.6,5,5,4,5,4,4.6,5,5,5,5,5,5,4.2,3,4,3,4,3.5,7,7,7,7,7,6,6,6,6,6,,,,,,11,9,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Spring 2022,Non-Major,BIOL1010,Pre,3,4,2,4,4,3.4,3,4,4,4,5,4,4,4,5,5,4,4.4,3,3,3,3,3,3,3,5,4,3,5,4,4,5,5,5,2,4.2,3.92,3,1,2,4,2.5,7,6,7,5,6.25,5,7,6,7,6.25,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Fall 2021,Major,BIOL1610,Pre,4,4,5,4,5,4.4,5,5,5,5,4,4.8,5,5,5,5,5,5,3,4,4,3,4,3.6,3,4,4,5,5,4.2,4,5,5,4,4,4.4,4.4,2,2,1,1,1.5,5,6,6,6,5.75,6,5,5,6,5.5,,,,,,3,3,7,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Fall 2021,Major,BIOL1610,Pre,4,5,4,3,3,3.8,5,5,5,4,5,4.8,5,5,4,4,4,4.4,5,4,4,3,3,3.8,3,4,3,3,4,3.4,5,5,5,5,3,4.6,4.2,3,2,4,2,2.75,5,4,6,4,4.75,4,5,4,4,4.25,,,,,,3,5,1,10,Yes,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Fall 2021,Major,BIOL1610,Pre,3,3,3,2,3,2.8,4,5,4,4,4,4.2,4,3,3,3,4,3.4,5,4,4,4,4,4.2,4,4,3,4,5,4,5,4,4,4,3,4,3.96,4,3,3,3,3.25,5,6,6,6,5.75,5,5,5,4,4.75,,,,,,10,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Fall 2021,Major,BIOL1610,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Fall 2021,Major,BIOL1610,Pre,4,4,4,3,4,3.8,5,5,5,5,4,4.8,5,4,4,4,5,4.4,5,5,5,5,3,4.6,5,5,5,4,4,4.6,5,5,5,5,5,5,4.68,4,2,4,3,3.25,6,6,6,6,6,5,6,5,5,5.25,,,,,,11,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Fall 2021,Major,BIOL1610,Pre,3,3,4,4,2,3.2,5,5,5,4,4,4.6,3,4,3,2,3,3,4,4,5,4,4,4.2,4,5,4,5,4,4.4,5,5,5,5,5,5,4.24,3,4,4,4,3.75,6,6,6,6,6,6,6,6,6,6,,,,,,1,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Fall 2021,Major,BIOL1610,Pre,4,3,2,2,3,2.8,4,4,4,4,4,4,4,4,3,4,2,3.4,4,4,4,3,4,3.8,4,4,3,3,4,3.6,4,4,5,4,4,4.2,3.8,2,4,4,4,3.5,4,5,5,5,4.75,5,6,5,5,5.25,,,,,,1,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Summer 2021,Major,BIOL1610,Pre,3,4,4,4,4,3.8,1,1,1,1,1,1,4,5,4,3,4,4,4,4,4,4,4,4,5,5,4,4,5,4.6,5,5,5,5,4,4.8,3.68,4,2,3,3,3,5,6,6,5,5.5,5,5,5,5,5,5,3,5,5,4.5,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Summer 2021,Major,BIOL1610,Pre,3,4,4,4,5,4,4,5,5,5,5,4.8,4,4,5,3,4,4,4,3,4,4,4,3.8,4,5,4,4,5,4.4,5,5,5,5,3,4.6,4.32,4,2,2,4,3,5,6,6,6,5.75,5,6,5,6,5.5,5,5,5,5,5,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Fall 2021,Non-Major,BIOL1010,Pre,3,4,4,3,3,3.4,5,5,5,5,3,4.6,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4.2,5,5,5,5,5,5,4.56,4,2,2,5,3.25,7,7,7,7,7,7,7,7,7,7,,,,,,11,12,1,10,No,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,3,1.4,5,5,5,5,5,5,4,3,3,3,4,3.4,5,5,4,4,4,4.4,2,4,4,4,4,3.6,5,5,5,5,5,5,4.28,2,1,1,2,1.5,4,5,5,5,4.75,4,4,4,4,4,,,,,,11,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,1,1,5,5,5,5,5,5,4,4,4,2,4,3.6,5,5,5,5,5,5,4,4,4,5,5,4.4,5,5,5,5,5,5,4.6,4,2,1,4,2.75,5,5,5,5,5,6,5,6,6,5.75,,,,,,11,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Fall 2021,Major,BIOL1610,Pre,2,2,3,3,4,2.8,5,5,5,5,5,5,4,4,5,4,4,4.2,4,4,4,3,3,3.6,4,4,2,2,4,3.2,4,4,5,5,3,4.2,4.04,2,4,4,4,3.5,5,6,6,6,5.75,6,6,6,6,6,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Spring 2022,Non-Major,BIOL1010,Pre,3,3,3,3,3,3,3,4,3,3,1,2.8,4,5,3,4,3,3.8,3,3,3,3,3,3,4,4,4,4,4,4,5,3,3,5,3,3.8,3.48,3,3,3,3,3,4,5,5,5,4.75,3,3,3,3,3,,,,,,11,12,1,11,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Fall 2021,Major,BIOL1610,Pre,5,3,4,3,3,3.6,1,1,1,1,1,1,2,1,1,1,3,1.6,1,1,2,1,1,1.2,4,4,4,3,4,3.8,4,5,5,5,5,4.8,2.48,4,3,3,3,3.25,6,5,5,6,5.5,6,6,6,6,6,,,,,,10,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
